cluster,nt,uniport,"sig  (foldchange>|4|, padj<0.001)",,,,
Cluster-104657.0_TRINITY_DN196102_c5_g1,,,nochange,,,,
Cluster-94746.0_TRINITY_DN201720_c0_g1,,,nochange,,,,
Cluster-63131.0_TRINITY_DN198181_c4_g3,,,nochange,,,,
Cluster-107371.0_TRINITY_DN203459_c0_g1,,,nochange,,,,
Cluster-107038.0_TRINITY_DN198393_c4_g2,,,nochange,,,,
Cluster-87004.1_TRINITY_DN192952_c0_g1,,,nochange,,,,
Cluster-69145.0_TRINITY_DN197126_c8_g5,,,nochange,,,,
Cluster-105289.0_TRINITY_DN211180_c6_g1,,,nochange,,,,
Cluster-11795.27_TRINITY_DN211310_c6_g2,,,nochange,,,,
Cluster-43711.1_TRINITY_DN201402_c2_g1,,,nochange,,,,
Cluster-106646.1_TRINITY_DN209939_c5_g2,,,nochange,,,,
Cluster-35403.0_TRINITY_DN162760_c0_g1,,,nochange,,,,
Cluster-41817.0_TRINITY_DN196127_c6_g2,,,nochange,,,,
Cluster-90395.1_TRINITY_DN206886_c2_g1,,,nochange,,,,
Cluster-89588.0_TRINITY_DN204597_c1_g2,,,nochange,,,,
Cluster-98626.5_TRINITY_DN197631_c0_g1,,,nochange,,,,
Cluster-58235.0_TRINITY_DN193051_c4_g2,,,nochange,,,,
Cluster-33231.6_TRINITY_DN210431_c0_g1,,,nochange,,,,
Cluster-96082.0_TRINITY_DN170166_c0_g1,,,nochange,,,,
Cluster-103796.0_TRINITY_DN196050_c2_g2,,,nochange,,,,
Cluster-39411.0_TRINITY_DN205837_c1_g1,,,nochange,,,,
Cluster-95192.0_TRINITY_DN201405_c3_g3,,,nochange,,,,
Cluster-102313.0_TRINITY_DN209932_c2_g2,,,nochange,,,,
Cluster-112105.3_TRINITY_DN210480_c1_g3,,,nochange,,,,
Cluster-96524.4_TRINITY_DN208673_c1_g1,,,nochange,,,,
Cluster-105153.0_TRINITY_DN210595_c7_g1,,,nochange,,,,
Cluster-90051.1_TRINITY_DN207093_c2_g1,,,nochange,,,,
Cluster-103254.4_TRINITY_DN192261_c0_g1,,,nochange,,,,
Cluster-12979.0_TRINITY_DN259210_c0_g1,,,nochange,,,,
Cluster-72818.0_TRINITY_DN203578_c6_g1,,,nochange,,,,
Cluster-48589.0_TRINITY_DN185286_c0_g1,,,nochange,,,,
Cluster-99939.0_TRINITY_DN201377_c0_g3,,,nochange,,,,
Cluster-97811.0_TRINITY_DN199835_c0_g1,,,nochange,,,,
Cluster-63448.0_TRINITY_DN193169_c14_g2,,,nochange,,,,
Cluster-83003.2_TRINITY_DN193616_c1_g4,,,nochange,,,,
Cluster-91604.0_TRINITY_DN204264_c0_g1,,,nochange,,,,
Cluster-89672.3_TRINITY_DN208247_c1_g5,,,nochange,,,,
Cluster-74474.0_TRINITY_DN161785_c0_g1,,,nochange,,,,
Cluster-100256.0_TRINITY_DN193075_c0_g1,,,nochange,,,,
Cluster-95104.0_TRINITY_DN208331_c1_g2,,,nochange,,,,
Cluster-105427.0_TRINITY_DN203467_c1_g3,,,nochange,,,,
Cluster-103778.1_TRINITY_DN209181_c0_g2,,,nochange,,,,
Cluster-112029.1_TRINITY_DN197897_c0_g3,,,nochange,,,,
Cluster-96674.0_TRINITY_DN194708_c0_g1,,,nochange,,,,
Cluster-87573.1_TRINITY_DN161956_c0_g1,,,nochange,,,,
Cluster-108176.0_TRINITY_DN210612_c1_g3,,,nochange,,,,
Cluster-76963.0_TRINITY_DN208877_c0_g1,,,nochange,,,,
Cluster-64365.304_TRINITY_DN207109_c0_g1,,,nochange,,,,
Cluster-70644.0_TRINITY_DN159676_c0_g1,,,nochange,,,,
Cluster-91628.27_TRINITY_DN206165_c2_g1,,,nochange,,,,
Cluster-93847.0_TRINITY_DN190943_c3_g1,,,nochange,,,,
Cluster-67040.0_TRINITY_DN210348_c1_g5,,,nochange,,,,
Cluster-93737.7_TRINITY_DN210817_c1_g2,,,nochange,,,,
Cluster-94580.5_TRINITY_DN208551_c2_g1,,,nochange,,,,
Cluster-36256.1_TRINITY_DN202506_c2_g8,,,nochange,,,,
Cluster-53836.0_TRINITY_DN191991_c0_g1,,,nochange,,,,
Cluster-70400.0_TRINITY_DN161202_c0_g2,,,nochange,,,,
Cluster-111502.2_TRINITY_DN202060_c0_g1,,,nochange,,,,
Cluster-73832.0_TRINITY_DN198154_c5_g5,,,nochange,,,,
Cluster-108705.1_TRINITY_DN196090_c0_g1,,,nochange,,,,
Cluster-112341.12_TRINITY_DN211201_c1_g2,,,nochange,,,,
Cluster-27302.28_TRINITY_DN200863_c0_g2,,,nochange,,,,
Cluster-94221.0_TRINITY_DN210696_c1_g1,,,nochange,,,,
Cluster-59396.0_TRINITY_DN159207_c0_g1,,,nochange,,,,
Cluster-88879.1_TRINITY_DN200508_c4_g1,,,nochange,,,,
Cluster-112024.1_TRINITY_DN207786_c3_g2,,,nochange,,,,
Cluster-14995.0_TRINITY_DN211082_c1_g1,,,nochange,,,,
Cluster-95270.0_TRINITY_DN193330_c1_g1,,,nochange,,,,
Cluster-70531.0_TRINITY_DN194600_c1_g1,,,nochange,,,,
Cluster-99181.0_TRINITY_DN204505_c0_g2,,,nochange,,,,
Cluster-110129.1_TRINITY_DN211135_c1_g1,,,nochange,,,,
Cluster-59633.0_TRINITY_DN194952_c6_g1,,,nochange,,,,
Cluster-80356.0_TRINITY_DN195686_c5_g2,,,nochange,,,,
Cluster-52051.0_TRINITY_DN170595_c1_g1,,,nochange,,,,
Cluster-101677.0_TRINITY_DN204181_c0_g4,,,nochange,,,,
Cluster-92027.0_TRINITY_DN205081_c1_g4,,,nochange,,,,
Cluster-102248.2_TRINITY_DN200945_c1_g4,,,nochange,,,,
Cluster-47145.1_TRINITY_DN206236_c2_g1,,,nochange,,,,
Cluster-96593.4_TRINITY_DN200026_c1_g2,,,nochange,,,,
Cluster-107735.1_TRINITY_DN206492_c2_g1,,,nochange,,,,
Cluster-93016.4_TRINITY_DN201164_c3_g1,,,nochange,,,,
Cluster-98238.0_TRINITY_DN204387_c0_g1,,,nochange,,,,
Cluster-93253.0_TRINITY_DN185831_c0_g2,,,nochange,,,,
Cluster-16282.7_TRINITY_DN206565_c2_g3,,,nochange,,,,
Cluster-107864.0_TRINITY_DN204649_c8_g5,,,nochange,,,,
Cluster-113868.0_TRINITY_DN206447_c1_g6,,,nochange,,,,
Cluster-107816.1_TRINITY_DN202884_c0_g1,,,nochange,,,,
Cluster-114206.1_TRINITY_DN209984_c3_g2,,,nochange,,,,
Cluster-113590.1_TRINITY_DN206738_c1_g1,,,nochange,,,,
Cluster-110357.0_TRINITY_DN209666_c0_g2,,,nochange,,,,
Cluster-106446.3_TRINITY_DN209829_c1_g1,,,nochange,,,,
Cluster-110374.1_TRINITY_DN200866_c0_g5,,,nochange,,,,
Cluster-95021.2_TRINITY_DN206775_c0_g1,,,nochange,,,,
Cluster-93112.1_TRINITY_DN210465_c0_g6,,,nochange,,,,
Cluster-106493.0_TRINITY_DN210994_c3_g1,,,nochange,,,,
Cluster-13437.0_TRINITY_DN269438_c0_g1,,,nochange,,,,
Cluster-52063.0_TRINITY_DN198674_c6_g1,,,nochange,,,,
Cluster-84479.1_TRINITY_DN197380_c1_g1,,,nochange,,,,
Cluster-96686.0_TRINITY_DN202245_c4_g1,,,nochange,,,,
Cluster-54843.0_TRINITY_DN196418_c5_g2,,,nochange,,,,
Cluster-111783.35_TRINITY_DN200201_c3_g1,,,nochange,,,,
Cluster-58898.0_TRINITY_DN178057_c0_g1,,,nochange,,,,
Cluster-30047.0_TRINITY_DN196612_c0_g2,,,nochange,,,,
Cluster-109707.1_TRINITY_DN197400_c6_g1,,,nochange,,,,
Cluster-70528.45_TRINITY_DN211300_c5_g1,,,nochange,,,,
Cluster-22261.0_TRINITY_DN195082_c2_g1,,,nochange,,,,
Cluster-96906.4_TRINITY_DN208290_c0_g1,,,nochange,,,,
Cluster-101506.0_TRINITY_DN192117_c1_g1,,,nochange,,,,
Cluster-55141.0_TRINITY_DN202554_c3_g1,,,nochange,,,,
Cluster-93723.2_TRINITY_DN204975_c2_g1,,,nochange,,,,
Cluster-92449.5_TRINITY_DN203614_c1_g1,,,nochange,,,,
Cluster-103177.0_TRINITY_DN199669_c7_g1,,,nochange,,,,
Cluster-83549.0_TRINITY_DN206628_c0_g5,,,nochange,,,,
Cluster-58786.0_TRINITY_DN86970_c1_g1,,,nochange,,,,
Cluster-109039.0_TRINITY_DN195909_c8_g1,,,nochange,,,,
Cluster-49825.0_TRINITY_DN238018_c0_g1,,,nochange,,,,
Cluster-64365.1946_TRINITY_DN203556_c2_g2,,,nochange,,,,
Cluster-110163.3_TRINITY_DN209472_c1_g2,,,nochange,,,,
Cluster-44703.0_TRINITY_DN181291_c0_g1,,,nochange,,,,
Cluster-93604.1_TRINITY_DN193046_c0_g1,,,nochange,,,,
Cluster-64365.441_TRINITY_DN211216_c3_g1,,,nochange,,,,
Cluster-92316.2_TRINITY_DN210388_c1_g1,,,nochange,,,,
Cluster-112398.0_TRINITY_DN208488_c0_g1,,,nochange,,,,
Cluster-61325.0_TRINITY_DN189711_c0_g1,,,nochange,,,,
Cluster-112041.1_TRINITY_DN203185_c3_g6,,,nochange,,,,
Cluster-88871.13_TRINITY_DN194201_c0_g2,,,nochange,,,,
Cluster-104574.2_TRINITY_DN205377_c2_g2,,,nochange,,,,
Cluster-91564.0_TRINITY_DN202754_c0_g1,,,nochange,,,,
Cluster-100477.2_TRINITY_DN209386_c0_g4,,,nochange,,,,
Cluster-82825.0_TRINITY_DN202452_c4_g2,,,nochange,,,,
Cluster-98167.0_TRINITY_DN197697_c7_g2,,,nochange,,,,
Cluster-113275.0_TRINITY_DN200865_c6_g1,,,nochange,,,,
Cluster-102158.0_TRINITY_DN203058_c1_g1,,,nochange,,,,
Cluster-96540.0_TRINITY_DN205592_c5_g1,,,nochange,,,,
Cluster-75612.0_TRINITY_DN40690_c0_g2,,,nochange,,,,
Cluster-98619.0_TRINITY_DN206709_c1_g1,,,nochange,,,,
Cluster-98174.0_TRINITY_DN196759_c4_g1,,,nochange,,,,
Cluster-95211.1_TRINITY_DN197987_c7_g1,,,nochange,,,,
Cluster-86804.0_TRINITY_DN208195_c4_g5,,,nochange,,,,
Cluster-107788.0_TRINITY_DN210626_c0_g2,,,nochange,,,,
Cluster-65206.0_TRINITY_DN197429_c4_g1,,,nochange,,,,
Cluster-100093.0_TRINITY_DN203534_c1_g2,,,nochange,,,,
Cluster-49717.0_TRINITY_DN142643_c0_g2,,,nochange,,,,
Cluster-62699.1_TRINITY_DN186347_c0_g2,,,nochange,,,,
Cluster-100660.0_TRINITY_DN205322_c4_g1,,,nochange,,,,
Cluster-113485.2_TRINITY_DN211193_c2_g3,,,nochange,,,,
Cluster-91962.0_TRINITY_DN202477_c1_g1,,,nochange,,,,
Cluster-62942.0_TRINITY_DN197470_c2_g2,,,nochange,,,,
Cluster-90698.9_TRINITY_DN202353_c2_g1,,,nochange,,,,
Cluster-85153.11_TRINITY_DN204773_c1_g1,,,nochange,,,,
Cluster-102528.0_TRINITY_DN204742_c0_g3,,,nochange,,,,
Cluster-99076.0_TRINITY_DN201924_c0_g1,,,nochange,,,,
Cluster-62856.0_TRINITY_DN325377_c0_g1,,,nochange,,,,
Cluster-69737.0_TRINITY_DN204931_c0_g1,,,nochange,,,,
Cluster-90559.3_TRINITY_DN207729_c1_g4,,,nochange,,,,
Cluster-103249.0_TRINITY_DN209871_c0_g1,,,nochange,,,,
Cluster-64365.1022_TRINITY_DN204694_c1_g1,,,nochange,,,,
Cluster-101457.4_TRINITY_DN199722_c0_g3,,,nochange,,,,
Cluster-7300.13_TRINITY_DN206753_c0_g1,,,nochange,,,,
Cluster-108666.9_TRINITY_DN200471_c0_g2,,,nochange,,,,
Cluster-111934.1_TRINITY_DN199639_c0_g2,,,nochange,,,,
Cluster-25685.0_TRINITY_DN190513_c0_g1,,,nochange,,,,
Cluster-84270.0_TRINITY_DN209349_c1_g3,,,nochange,,,,
Cluster-88871.17_TRINITY_DN191237_c0_g1,,,nochange,,,,
Cluster-55927.0_TRINITY_DN96687_c0_g1,,,nochange,,,,
Cluster-12733.0_TRINITY_DN160862_c0_g1,,,nochange,,,,
Cluster-45973.0_TRINITY_DN179966_c0_g1,,,nochange,,,,
Cluster-78112.0_TRINITY_DN135644_c0_g1,,,nochange,,,,
Cluster-101506.7_TRINITY_DN211053_c3_g1,,,nochange,,,,
Cluster-114526.1_TRINITY_DN204221_c0_g2,,,nochange,,,,
Cluster-100554.3_TRINITY_DN203487_c5_g1,,,nochange,,,,
Cluster-112213.2_TRINITY_DN211191_c3_g4,,,nochange,,,,
Cluster-111076.0_TRINITY_DN197002_c6_g3,,,nochange,,,,
Cluster-94249.1_TRINITY_DN206780_c2_g4,,,nochange,,,,
Cluster-96930.0_TRINITY_DN204143_c2_g6,,,nochange,,,,
Cluster-100622.0_TRINITY_DN205270_c1_g2,,,nochange,,,,
Cluster-86079.4_TRINITY_DN202405_c1_g1,,,nochange,,,,
Cluster-44729.0_TRINITY_DN126986_c0_g2,,,nochange,,,,
Cluster-106163.7_TRINITY_DN198738_c1_g1,,,nochange,,,,
Cluster-111409.0_TRINITY_DN195308_c0_g1,,,nochange,,,,
Cluster-109234.1_TRINITY_DN199460_c2_g1,,,nochange,,,,
Cluster-64365.2200_TRINITY_DN202094_c1_g5,,,nochange,,,,
Cluster-91741.0_TRINITY_DN204183_c2_g2,,,nochange,,,,
Cluster-113183.3_TRINITY_DN198222_c2_g2,,,nochange,,,,
Cluster-99530.1_TRINITY_DN206834_c0_g7,,,nochange,,,,
Cluster-108185.0_TRINITY_DN205532_c1_g3,,,nochange,,,,
Cluster-94613.1_TRINITY_DN195493_c1_g5,,,nochange,,,,
Cluster-104371.0_TRINITY_DN204073_c1_g1,,,nochange,,,,
Cluster-112818.3_TRINITY_DN203106_c2_g1,,,nochange,,,,
Cluster-84773.0_TRINITY_DN203936_c4_g1,,,nochange,,,,
Cluster-112593.0_TRINITY_DN203100_c2_g2,,,nochange,,,,
Cluster-91025.4_TRINITY_DN211225_c1_g3,,,nochange,,,,
Cluster-102976.2_TRINITY_DN199423_c1_g1,,,nochange,,,,
Cluster-105474.1_TRINITY_DN207589_c0_g3,,,nochange,,,,
Cluster-104634.0_TRINITY_DN199730_c5_g3,,,nochange,,,,
Cluster-95313.3_TRINITY_DN210033_c0_g1,,,nochange,,,,
Cluster-59866.0_TRINITY_DN196704_c1_g3,,,nochange,,,,
Cluster-94646.0_TRINITY_DN211094_c2_g3,,,nochange,,,,
Cluster-28859.1_TRINITY_DN204681_c8_g1,,,nochange,,,,
Cluster-90883.21_TRINITY_DN211286_c2_g1,,,nochange,,,,
Cluster-79799.1_TRINITY_DN210439_c0_g1,,,nochange,,,,
Cluster-73302.0_TRINITY_DN177981_c0_g1,,,nochange,,,,
Cluster-64365.1176_TRINITY_DN210141_c4_g1,,,nochange,,,,
Cluster-103876.0_TRINITY_DN209715_c1_g4,,,nochange,,,,
Cluster-67071.0_TRINITY_DN127002_c0_g1,,,nochange,,,,
Cluster-69695.0_TRINITY_DN204651_c1_g4,,,nochange,,,,
Cluster-77005.0_TRINITY_DN179104_c0_g1,,,nochange,,,,
Cluster-70273.0_TRINITY_DN205053_c2_g1,,,nochange,,,,
Cluster-87911.5_TRINITY_DN210651_c0_g2,,,nochange,,,,
Cluster-111670.0_TRINITY_DN199750_c1_g1,,,nochange,,,,
Cluster-100408.0_TRINITY_DN211053_c3_g3,,,nochange,,,,
Cluster-93667.0_TRINITY_DN192479_c1_g1,,,nochange,,,,
Cluster-18206.0_TRINITY_DN172432_c0_g1,,,nochange,,,,
Cluster-110529.0_TRINITY_DN211185_c4_g2,,,nochange,,,,
Cluster-103092.0_TRINITY_DN197322_c5_g2,,,nochange,,,,
Cluster-103049.0_TRINITY_DN205498_c0_g4,,,nochange,,,,
Cluster-88242.3_TRINITY_DN206734_c3_g2,,,nochange,,,,
Cluster-107244.2_TRINITY_DN210803_c2_g4,,,nochange,,,,
Cluster-50753.0_TRINITY_DN203823_c1_g5,,,nochange,,,,
Cluster-103933.6_TRINITY_DN207601_c3_g2,,,nochange,,,,
Cluster-92306.5_TRINITY_DN210938_c0_g1,,,nochange,,,,
Cluster-68135.0_TRINITY_DN178069_c0_g1,,,nochange,,,,
Cluster-32829.1_TRINITY_DN206765_c2_g1,,,nochange,,,,
Cluster-113682.14_TRINITY_DN201339_c0_g1,,,nochange,,,,
Cluster-24805.0_TRINITY_DN193440_c0_g1,,,nochange,,,,
Cluster-64365.343_TRINITY_DN207663_c3_g2,,,nochange,,,,
Cluster-101717.7_TRINITY_DN189171_c1_g1,,,nochange,,,,
Cluster-107787.2_TRINITY_DN209579_c1_g2,,,nochange,,,,
Cluster-99285.0_TRINITY_DN195138_c1_g1,,,nochange,,,,
Cluster-76951.0_TRINITY_DN290995_c0_g1,,,nochange,,,,
Cluster-111242.2_TRINITY_DN203440_c0_g3,,,nochange,,,,
Cluster-84341.6_TRINITY_DN210639_c2_g1,,,nochange,,,,
Cluster-113762.9_TRINITY_DN211170_c6_g2,,,nochange,,,,
Cluster-111539.1_TRINITY_DN209479_c0_g3,,,nochange,,,,
Cluster-80316.0_TRINITY_DN169681_c0_g1,,,nochange,,,,
Cluster-81991.1_TRINITY_DN210083_c2_g2,,,nochange,,,,
Cluster-114320.2_TRINITY_DN200137_c3_g6,,,nochange,,,,
Cluster-109093.1_TRINITY_DN186082_c0_g1,,,nochange,,,,
Cluster-94434.0_TRINITY_DN206936_c0_g3,,,nochange,,,,
Cluster-97815.0_TRINITY_DN209011_c1_g5,,,nochange,,,,
Cluster-107223.1_TRINITY_DN195520_c0_g2,,,nochange,,,,
Cluster-112618.0_TRINITY_DN202572_c2_g1,,,nochange,,,,
Cluster-75446.3_TRINITY_DN202371_c9_g1,,,nochange,,,,
Cluster-99494.0_TRINITY_DN194393_c0_g1,,,nochange,,,,
Cluster-64365.488_TRINITY_DN195908_c1_g3,,,nochange,,,,
Cluster-51202.0_TRINITY_DN56797_c0_g1,,,nochange,,,,
Cluster-27636.0_TRINITY_DN206199_c1_g2,,,nochange,,,,
Cluster-113598.0_TRINITY_DN204108_c3_g1,,,nochange,,,,
Cluster-98323.0_TRINITY_DN193887_c1_g1,,,nochange,,,,
Cluster-103349.3_TRINITY_DN206392_c1_g4,,,nochange,,,,
Cluster-23344.1_TRINITY_DN196336_c5_g2,,,nochange,,,,
Cluster-100151.1_TRINITY_DN198106_c2_g1,,,nochange,,,,
Cluster-76708.0_TRINITY_DN197245_c3_g1,,,nochange,,,,
Cluster-89208.13_TRINITY_DN203336_c0_g1,,,nochange,,,,
Cluster-41410.0_TRINITY_DN191909_c0_g1,,,nochange,,,,
Cluster-89102.3_TRINITY_DN207035_c0_g1,,,nochange,,,,
Cluster-20032.0_TRINITY_DN352606_c0_g1,,,nochange,,,,
Cluster-52030.0_TRINITY_DN209750_c2_g1,,,nochange,,,,
Cluster-107609.0_TRINITY_DN193468_c7_g2,,,nochange,,,,
Cluster-41152.0_TRINITY_DN198552_c0_g2,,,nochange,,,,
Cluster-93285.2_TRINITY_DN208505_c2_g1,,,nochange,,,,
Cluster-104404.0_TRINITY_DN206276_c2_g1,,,nochange,,,,
Cluster-85960.18_TRINITY_DN207659_c1_g2,,,nochange,,,,
Cluster-86854.0_TRINITY_DN210547_c4_g2,,,nochange,,,,
Cluster-78629.0_TRINITY_DN210895_c3_g1,,,nochange,,,,
Cluster-44882.0_TRINITY_DN221113_c0_g1,,,nochange,,,,
Cluster-108194.0_TRINITY_DN200009_c5_g1,,,nochange,,,,
Cluster-98981.0_TRINITY_DN162137_c0_g1,,,nochange,,,,
Cluster-109780.0_TRINITY_DN182060_c0_g1,,,nochange,,,,
Cluster-16362.0_TRINITY_DN209293_c4_g1,,,nochange,,,,
Cluster-77314.0_TRINITY_DN205631_c7_g1,,,nochange,,,,
Cluster-84334.8_TRINITY_DN207888_c0_g1,,,nochange,,,,
Cluster-112687.0_TRINITY_DN208097_c0_g1,,,nochange,,,,
Cluster-65162.0_TRINITY_DN194221_c7_g1,,,nochange,,,,
Cluster-93545.0_TRINITY_DN207796_c1_g2,,,nochange,,,,
Cluster-101527.0_TRINITY_DN202954_c6_g2,,,nochange,,,,
Cluster-106374.1_TRINITY_DN208926_c1_g2,,,nochange,,,,
Cluster-31870.0_TRINITY_DN207280_c4_g2,,,nochange,,,,
Cluster-90130.0_TRINITY_DN202936_c2_g3,,,nochange,,,,
Cluster-102061.0_TRINITY_DN209245_c1_g2,,,nochange,,,,
Cluster-110808.2_TRINITY_DN201600_c0_g2,,,nochange,,,,
Cluster-48188.1_TRINITY_DN192615_c8_g3,,,nochange,,,,
Cluster-54073.0_TRINITY_DN200861_c0_g2,,,nochange,,,,
Cluster-62512.0_TRINITY_DN265992_c0_g1,,,nochange,,,,
Cluster-97818.1_TRINITY_DN202516_c0_g4,,,nochange,,,,
Cluster-73536.0_TRINITY_DN200086_c5_g1,,,nochange,,,,
Cluster-104083.1_TRINITY_DN209559_c2_g2,,,nochange,,,,
Cluster-64365.1480_TRINITY_DN210655_c3_g1,,,nochange,,,,
Cluster-14918.4_TRINITY_DN202739_c5_g2,,,nochange,,,,
Cluster-69444.0_TRINITY_DN175066_c0_g1,,,nochange,,,,
Cluster-102114.19_TRINITY_DN205278_c1_g1,,,nochange,,,,
Cluster-96229.0_TRINITY_DN202995_c2_g1,,,nochange,,,,
Cluster-84546.5_TRINITY_DN202745_c0_g1,,,nochange,,,,
Cluster-105885.0_TRINITY_DN209783_c1_g4,,,nochange,,,,
Cluster-11795.9_TRINITY_DN204482_c1_g1,,,nochange,,,,
Cluster-94726.0_TRINITY_DN210904_c1_g2,,,nochange,,,,
Cluster-64365.235_TRINITY_DN197964_c3_g2,,,nochange,,,,
Cluster-82972.0_TRINITY_DN199319_c1_g2,,,nochange,,,,
Cluster-109562.1_TRINITY_DN209087_c0_g2,,,nochange,,,,
Cluster-14015.0_TRINITY_DN208077_c2_g2,,,nochange,,,,
Cluster-112297.0_TRINITY_DN207698_c5_g2,,,nochange,,,,
Cluster-113228.0_TRINITY_DN204572_c2_g1,,,nochange,,,,
Cluster-99101.2_TRINITY_DN209773_c4_g6,,,nochange,,,,
Cluster-101548.4_TRINITY_DN204293_c2_g2,,,nochange,,,,
Cluster-101039.0_TRINITY_DN207078_c2_g1,,,nochange,,,,
Cluster-92440.0_TRINITY_DN210583_c0_g1,,,nochange,,,,
Cluster-74447.0_TRINITY_DN195082_c8_g3,,,nochange,,,,
Cluster-85021.2_TRINITY_DN210091_c1_g2,,,nochange,,,,
Cluster-106060.3_TRINITY_DN203825_c1_g3,,,nochange,,,,
Cluster-113829.2_TRINITY_DN193826_c0_g1,,,nochange,,,,
Cluster-104071.0_TRINITY_DN205113_c0_g1,,,nochange,,,,
Cluster-64365.1300_TRINITY_DN196347_c3_g4,,,nochange,,,,
Cluster-29914.5_TRINITY_DN207671_c0_g1,,,nochange,,,,
Cluster-97962.0_TRINITY_DN202973_c3_g2,,,nochange,,,,
Cluster-114358.0_TRINITY_DN211006_c3_g2,,,nochange,,,,
Cluster-92258.0_TRINITY_DN201345_c1_g3,,,nochange,,,,
Cluster-112587.0_TRINITY_DN206074_c1_g1,,,nochange,,,,
Cluster-20998.0_TRINITY_DN169800_c0_g1,,,nochange,,,,
Cluster-66934.2_TRINITY_DN195751_c1_g4,,,nochange,,,,
Cluster-106862.0_TRINITY_DN207340_c1_g4,,,nochange,,,,
Cluster-44480.0_TRINITY_DN196143_c5_g10,,,nochange,,,,
Cluster-111507.6_TRINITY_DN208742_c2_g1,,,nochange,,,,
Cluster-78348.0_TRINITY_DN198497_c2_g2,,,nochange,,,,
Cluster-99920.0_TRINITY_DN201478_c1_g4,,,nochange,,,,
Cluster-104257.0_TRINITY_DN208746_c0_g1,,,nochange,,,,
Cluster-107938.2_TRINITY_DN198973_c4_g1,,,nochange,,,,
Cluster-93285.7_TRINITY_DN208534_c0_g2,,,nochange,,,,
Cluster-96762.0_TRINITY_DN207745_c3_g6,,,nochange,,,,
Cluster-100652.14_TRINITY_DN195852_c4_g1,,,nochange,,,,
Cluster-112694.0_TRINITY_DN209197_c3_g4,,,nochange,,,,
Cluster-88212.14_TRINITY_DN210799_c2_g1,,,nochange,,,,
Cluster-74744.0_TRINITY_DN169361_c0_g1,,,nochange,,,,
Cluster-107555.0_TRINITY_DN200333_c1_g1,,,nochange,,,,
Cluster-113542.0_TRINITY_DN206748_c2_g1,,,nochange,,,,
Cluster-114224.2_TRINITY_DN201048_c1_g3,,,nochange,,,,
Cluster-94993.0_TRINITY_DN195888_c2_g1,,,nochange,,,,
Cluster-86073.1_TRINITY_DN186663_c0_g1,,,nochange,,,,
Cluster-97400.0_TRINITY_DN203867_c0_g2,,,nochange,,,,
Cluster-104426.0_TRINITY_DN202604_c3_g1,,,nochange,,,,
Cluster-43724.0_TRINITY_DN105666_c0_g1,,,nochange,,,,
Cluster-109847.13_TRINITY_DN204238_c0_g5,,,nochange,,,,
Cluster-64462.0_TRINITY_DN193988_c3_g1,,,nochange,,,,
Cluster-30115.0_TRINITY_DN190616_c1_g1,,,nochange,,,,
Cluster-97475.2_TRINITY_DN195034_c0_g3,,,nochange,,,,
Cluster-81881.0_TRINITY_DN201474_c4_g1,,,nochange,,,,
Cluster-64365.1696_TRINITY_DN200233_c1_g1,,,nochange,,,,
Cluster-90217.0_TRINITY_DN195631_c7_g2,,,nochange,,,,
Cluster-56588.0_TRINITY_DN206896_c4_g1,,,nochange,,,,
Cluster-33589.0_TRINITY_DN196587_c4_g1,,,nochange,,,,
Cluster-70227.0_TRINITY_DN204950_c2_g1,,,nochange,,,,
Cluster-93228.4_TRINITY_DN190342_c0_g4,,,nochange,,,,
Cluster-36086.0_TRINITY_DN198524_c4_g2,,,nochange,,,,
Cluster-105868.0_TRINITY_DN206222_c3_g1,,,nochange,,,,
Cluster-66005.0_TRINITY_DN187809_c0_g1,,,nochange,,,,
Cluster-91220.0_TRINITY_DN200617_c1_g1,,,nochange,,,,
Cluster-110303.1_TRINITY_DN206242_c3_g3,,,nochange,,,,
Cluster-94861.2_TRINITY_DN200915_c2_g2,,,nochange,,,,
Cluster-21728.0_TRINITY_DN126548_c0_g1,,,nochange,,,,
Cluster-24398.0_TRINITY_DN194210_c2_g3,,,nochange,,,,
Cluster-111567.0_TRINITY_DN210234_c2_g8,,,nochange,,,,
Cluster-108210.1_TRINITY_DN202904_c2_g2,,,nochange,,,,
Cluster-113411.1_TRINITY_DN210354_c0_g1,,,nochange,,,,
Cluster-78585.1_TRINITY_DN161952_c0_g1,,,nochange,,,,
Cluster-108530.0_TRINITY_DN207824_c0_g2,,,nochange,,,,
Cluster-44211.0_TRINITY_DN150219_c0_g1,,,nochange,,,,
Cluster-39672.0_TRINITY_DN199515_c1_g2,,,nochange,,,,
Cluster-57126.0_TRINITY_DN202509_c2_g7,,,nochange,,,,
Cluster-103226.1_TRINITY_DN203964_c2_g2,,,nochange,,,,
Cluster-100738.0_TRINITY_DN204977_c1_g7,,,nochange,,,,
Cluster-109545.3_TRINITY_DN209451_c0_g1,,,nochange,,,,
Cluster-103127.4_TRINITY_DN209187_c1_g1,,,nochange,,,,
Cluster-93340.0_TRINITY_DN192428_c0_g1,,,nochange,,,,
Cluster-92028.0_TRINITY_DN202179_c1_g2,,,nochange,,,,
Cluster-109487.0_TRINITY_DN200965_c2_g1,,,nochange,,,,
Cluster-112757.0_TRINITY_DN207046_c0_g3,,,nochange,,,,
Cluster-93778.3_TRINITY_DN196743_c1_g3,,,nochange,,,,
Cluster-61500.0_TRINITY_DN204717_c1_g2,,,nochange,,,,
